"ARI","NMI","FM-Index","FMeasure","Method"
0.666999580089114,0.503419343972226,0.802156833405011,0.790866746649714,"Spearman"
-0.0160743474309129,0.0663578709134326,0.593533309102959,0.597630004624311,"Euclidean"
0.368054269422819,0.356276832646099,0.591265268559102,0.558929509286674,"Pearson + Cosine"
0.563715227823368,0.446794468769122,0.732686422408483,0.703795716872404,"Pearson + Spearman"
0.42106494835118,0.405665517069465,0.627497530274656,0.603374602467918,"Pearson + Euclidean"
0.637904805834395,0.516798246382759,0.805578831182551,0.864533537067272,"Spearson + Euclidean"
0.328800016246809,0.349347730348115,0.624660692927646,0.694443184544814,"Cosine + Euclidean"
0.565965075639606,0.446830273654822,0.734219293559632,0.705205974208519,"Pearson + Spearman + Cosine"
0.695851042360791,0.548323736730274,0.823050760290289,0.824020868861507,"Pearson + Spearman + Euclidean"
0.527516818977367,0.501205795927176,0.735172224104454,0.770124606531294,"Spearman + Cosine + Euclidean"
0.527516818977367,0.501205795927176,0.735172224104454,0.770124606531294,"Spearman + Cosine + Euclidean"
0.527516818977367,0.501205795927176,0.735172224104454,0.770124606531294,"Pearson + Cosine + Euclidean"
0.631216778989584,0.502028415229447,0.781062052690049,0.772944075287853,"All"
0.432373152121605,0.437338998754787,0.592397631832952,0.597866333746607,"Pearson"
0.429369149750277,0.432463084348414,0.590499168134867,0.582887885767985,"Cosine"
0.367736719518525,0.410142406791478,0.563758221530126,0.618649839371012,"Spearman"
0.259136714607054,0.327640469040396,0.632064768656156,0.70371372856191,"Euclidean"
0.426899498713025,0.415311759350901,0.586212448023441,0.558118597015421,"Pearson + Cosine"
0.45301194606362,0.440786973052887,0.620430966639429,0.631121347352311,"Pearson + Spearman"
0.428182634725044,0.404478389382189,0.593438465255558,0.578090823717467,"Pearson + Euclidean"
0.461426865109975,0.452336754165542,0.686513525269593,0.757734640790849,"Spearson + Euclidean"
0.549118494418815,0.485165321099248,0.707557234616928,0.714776593991372,"Cosine + Euclidean"
0.428182634725044,0.404478389382189,0.593438465255558,0.578090823717467,"Pearson + Spearman + Cosine"
0.532880193748185,0.487566626762107,0.708973908134809,0.735065989254955,"Pearson + Spearman + Euclidean"
0.454703005076562,0.462513483423772,0.625268238005711,0.658284353594087,"Spearman + Cosine + Euclidean"
0.454703005076562,0.462513483423772,0.625268238005711,0.658284353594087,"Spearman + Cosine + Euclidean"
0.454703005076562,0.462513483423772,0.625268238005711,0.658284353594087,"Pearson + Cosine + Euclidean"
0.454703005076562,0.462513483423772,0.625268238005711,0.658284353594087,"All"
0.538609576902389,0.497491738468822,0.642785682092784,0.738304926328282,"Pearson"
0.453837256235694,0.450358212966957,0.602029292174898,0.752619788446025,"Cosine"
0.500892044998926,0.493113684944739,0.608232414858518,0.706167452452214,"Spearman"
0.0182459276742014,0.0798905614799867,0.428065939514159,0.501455039310751,"Euclidean"
0.454778834834492,0.451066095790537,0.60294147700846,0.75427446754059,"Pearson + Cosine"
0.537624239371164,0.496783855645242,0.641864852504353,0.736650247233716,"Pearson + Spearman"
0.505517758856699,0.49889572424401,0.612558134519177,0.711148955783296,"Pearson + Euclidean"
0.475191378295635,0.470403715759739,0.592179270084527,0.686953098593035,"Spearson + Euclidean"
0.446569648291789,0.43208521651043,0.598489047407928,0.758557705261391,"Cosine + Euclidean"
0.547509254385693,0.509938882719421,0.646793144702059,0.736040705908655,"Pearson + Spearman + Cosine"
0.520017667449808,0.472577611096113,0.631390798197157,0.719646423098228,"Pearson + Spearman + Euclidean"
0.438263996482086,0.422290726031194,0.572034707147234,0.707868040340024,"Spearman + Cosine + Euclidean"
0.438263996482086,0.422290726031194,0.572034707147234,0.707868040340024,"Spearman + Cosine + Euclidean"
0.438263996482086,0.422290726031194,0.572034707147234,0.707868040340024,"Pearson + Cosine + Euclidean"
0.547509254385693,0.509938882719421,0.646793144702059,0.736040705908655,"All"
0.095228413901454,0.083796579736112,0.562145633895957,0.616332058684705,"Pearson"
0.172474141273591,0.0747557421376774,0.64191193497182,0.703927236567702,"Cosine"
0.424425399113636,0.220308703184966,0.669973653838422,0.627512049100186,"Spearman"
0.0940086346549064,0.0228089715531279,0.551446859963612,0.601744595068078,"Euclidean"
0.157818368189696,0.0773072786759264,0.627395524728493,0.687327416365187,"Pearson + Cosine"
0.329237843235104,0.214751498863763,0.597062210007467,0.571856272235008,"Pearson + Spearman"
0.329237843235104,0.214751498863763,0.597062210007467,0.571856272235008,"Pearson + Euclidean"
0.469636899730529,0.214305366232327,0.717360694118105,0.69419456652422,"Spearson + Euclidean"
0.186761079714834,0.0573333897296085,0.650141610959176,0.705587703734976,"Cosine + Euclidean"
0.323196850116051,0.190165464113715,0.600428757640911,0.579680670177237,"Pearson + Spearman + Cosine"
0.41705482457174,0.207181506421061,0.67190166313328,0.648376274836451,"Pearson + Spearman + Euclidean"
0.41705482457174,0.207181506421061,0.67190166313328,0.648376274836451,"Spearman + Cosine + Euclidean"
0.41705482457174,0.207181506421061,0.67190166313328,0.648376274836451,"Spearman + Cosine + Euclidean"
0.41705482457174,0.207181506421061,0.67190166313328,0.648376274836451,"Pearson + Cosine + Euclidean"
0.302508998801256,0.133495263482426,0.663266485595058,0.688959613807513,"All"
0.404714878827426,0.50956958595881,0.466356540831537,0.593775408091977,"Pearson"
0.410096007264276,0.508202837687837,0.469275386624767,0.586819142722967,"Cosine"
0.387395357222325,0.451353363091703,0.446030526765725,0.533016323504519,"Spearman"
-0.00469637880247019,0.0917623851091999,0.270865039943516,0.292260315606819,"Euclidean"
0.42135689760214,0.5025661887036,0.476885630587772,0.585115853437127,"Pearson + Cosine"
0.444060368167886,0.502623586545608,0.496772966586304,0.583820004533952,"Pearson + Spearman"
0.443236573706162,0.501340965003546,0.495984810059795,0.581054931579166,"Pearson + Euclidean"
0.267594739938157,0.378988566197535,0.369852079318187,0.49105212984771,"Spearson + Euclidean"
0.362976327637591,0.497045562593815,0.430271312371727,0.570070714362446,"Cosine + Euclidean"
0.442557815577331,0.495000321696468,0.494522632624813,0.56981010767287,"Pearson + Spearman + Cosine"
0.415726308746069,0.510028863173261,0.470837794538175,0.571151789280236,"Pearson + Spearman + Euclidean"
0.391745787537349,0.52141863951114,0.452473132058872,0.578020880638625,"Spearman + Cosine + Euclidean"
0.391745787537349,0.52141863951114,0.452473132058872,0.578020880638625,"Spearman + Cosine + Euclidean"
0.391745787537349,0.52141863951114,0.452473132058872,0.578020880638625,"Pearson + Cosine + Euclidean"
0.420280909679469,0.511829063741353,0.479298090128235,0.603581811772041,"All"
0.216471166606719,0.424674532677307,0.33958801393384,0.46238110694405,"Pearson"
0.254588073735926,0.4444010341618,0.370431974918754,0.491510833028381,"Cosine"
0.32779692389354,0.470281483935893,0.427564242230114,0.555685418729436,"Spearman"
-0.00776412795503306,0.0374074195978214,0.377479679800675,0.449187965060713,"Euclidean"
0.209068156703236,0.417704886371831,0.335118281743222,0.455840739337994,"Pearson + Cosine"
0.319799849724966,0.46115276076004,0.421937237287537,0.537442924679477,"Pearson + Spearman"
0.354156373308032,0.464727704741513,0.450403853922099,0.553936363303631,"Pearson + Euclidean"
0.367408996462429,0.37801959216401,0.526926874918231,0.64064240101954,"Spearson + Euclidean"
0.199238635709618,0.407187431345983,0.350975116049497,0.492468880674341,"Cosine + Euclidean"
0.342494703997757,0.469031623472089,0.443938218749666,0.535212966622681,"Pearson + Spearman + Cosine"
0.429382105510113,0.489685633292665,0.530469150775836,0.668260259695994,"Pearson + Spearman + Euclidean"
0.357095134180476,0.405588675060997,0.509739667593328,0.62119291246534,"Spearman + Cosine + Euclidean"
0.357095134180476,0.405588675060997,0.509739667593328,0.62119291246534,"Spearman + Cosine + Euclidean"
0.357095134180476,0.405588675060997,0.509739667593328,0.62119291246534,"Pearson + Cosine + Euclidean"
0.388626968458491,0.49239010290977,0.483826063530683,0.600582980494309,"All"
0.267886837795906,0.356207432597418,0.364970308102286,0.529838576182926,"Pearson"
0.265336812531302,0.35616703016727,0.363723518261818,0.521113013643293,"Cosine"
0.16847508554818,0.300166048475404,0.298577832778071,0.437436099723497,"Spearman"
0.177881883318154,0.33622510743463,0.313385862566553,0.448208402794387,"Euclidean"
0.293519986734024,0.375154168185584,0.384323578129582,0.543597249818851,"Pearson + Cosine"
0.201261439956394,0.299415361969552,0.337431386779359,0.487174733796064,"Pearson + Spearman"
0.206581241858843,0.305972467360964,0.343433693236418,0.494603495541348,"Pearson + Euclidean"
0.177854566524079,0.301312631324679,0.302518317189814,0.43933275118407,"Spearson + Euclidean"
0.29117254022246,0.382789617486177,0.385982902861343,0.568740793771371,"Cosine + Euclidean"
0.251311177049015,0.347791827788746,0.353888581058769,0.521113731540927,"Pearson + Spearman + Cosine"
0.284378846477912,0.389378509856793,0.366911336166711,0.533987092647316,"Pearson + Spearman + Euclidean"
0.247374458701923,0.363118866188047,0.35922766642745,0.522936972179358,"Spearman + Cosine + Euclidean"
0.247374458701923,0.363118866188047,0.35922766642745,0.522936972179358,"Spearman + Cosine + Euclidean"
0.247374458701923,0.363118866188047,0.35922766642745,0.522936972179358,"Pearson + Cosine + Euclidean"
0.274662187187401,0.367597240519592,0.363954195943752,0.524354375771798,"All"
0.399488556891621,0.597690021744225,0.444363157093198,0.579198777863347,"Pearson"
0.393543562932926,0.593590978788192,0.43895797858799,0.582006288975767,"Cosine"
0.358188862321394,0.569841776345548,0.405614604978758,0.538384585725965,"Spearman"
0.433918418458517,0.624872868448951,0.476357649949239,0.620372718718016,"Euclidean"
0.409338929686923,0.599337409041411,0.453444672563542,0.597614466484276,"Pearson + Cosine"
0.418603719855014,0.595071274444999,0.462150703050864,0.604650192000292,"Pearson + Spearman"
0.410198040292208,0.589821118765424,0.454334530326275,0.595782559428129,"Pearson + Euclidean"
0.405810374828192,0.601144697590026,0.4503771767584,0.587186006100539,"Spearson + Euclidean"
0.407174888466624,0.601284770534947,0.451413365723362,0.592886071414654,"Cosine + Euclidean"
0.417003086485152,0.601779560981193,0.460595211717981,0.605980880134166,"Pearson + Spearman + Cosine"
0.411937004442138,0.599028124461136,0.455987812554171,0.601772733213174,"Pearson + Spearman + Euclidean"
0.421256076429384,0.604396320229323,0.464604690447338,0.614998982724817,"Spearman + Cosine + Euclidean"
0.421256076429384,0.604396320229323,0.464604690447338,0.614998982724817,"Spearman + Cosine + Euclidean"
0.421256076429384,0.604396320229323,0.464604690447338,0.614998982724817,"Pearson + Cosine + Euclidean"
0.430103297401995,0.614207005675047,0.472855228532513,0.622992747040392,"All"
0.533409253425016,0.353789669700355,0.654522168594757,0.624678041720279,"Pearson"
0.544156542069935,0.356799267275669,0.661141268118909,0.640628993978649,"Cosine"
0.468391968924127,0.334808255508458,0.644370647140395,0.663033491029774,"Spearman"
0.0839351247756312,0.0637990039484101,0.498361552956046,0.585167902618602,"Euclidean"
0.537262027825626,0.354034801919783,0.658033691253098,0.642840585613377,"Pearson + Cosine"
0.53852459645086,0.34682090344968,0.663260253678642,0.636688253244719,"Pearson + Spearman"
0.535165932218766,0.343366919318457,0.661430656816082,0.636663702046522,"Pearson + Euclidean"
0.471566735066101,0.321789371083993,0.635281872449662,0.635232882252506,"Spearson + Euclidean"
0.545992127791509,0.353398282199212,0.665264455083509,0.637846552434535,"Cosine + Euclidean"
0.521321185840423,0.341245931299206,0.653508092064184,0.647973909246814,"Pearson + Spearman + Cosine"
0.550612988310837,0.370518990780586,0.674646864664581,0.67851524226087,"Pearson + Spearman + Euclidean"
0.550190595660578,0.368926196388095,0.67427583781893,0.676409003185932,"Spearman + Cosine + Euclidean"
0.550190595660578,0.368926196388095,0.67427583781893,0.676409003185932,"Spearman + Cosine + Euclidean"
0.550190595660578,0.368926196388095,0.67427583781893,0.676409003185932,"Pearson + Cosine + Euclidean"
0.543530236212229,0.363557844462374,0.670305510156213,0.675884088856515,"All"
0.458886729476438,0.596982218699905,0.511551881893213,0.627762322990603,"Pearson"
0.341671118729573,0.540022756349928,0.414627031099837,0.595722623544255,"Cosine"
0.440507408380522,0.553132842573228,0.526465779524201,0.617530047020168,"Spearman"
0.00353341461741136,0.0183914458113321,0.318620300301312,0.328254542024891,"Euclidean"
0.481979855939833,0.595704511375396,0.533386179980486,0.641312735194742,"Pearson + Cosine"
0.436070193914311,0.57072533355169,0.510938689572637,0.613816486596313,"Pearson + Spearman"
0.410096024437083,0.567082203870818,0.472813807807846,0.608565885591003,"Pearson + Euclidean"
0.429123764237534,0.51453593482475,0.542357947648461,0.663062073679075,"Spearson + Euclidean"
0.279069922187818,0.488835639596537,0.380680196971156,0.539724773361086,"Cosine + Euclidean"
0.388652806665976,0.582389116249352,0.451825422660172,0.558915283110645,"Pearson + Spearman + Cosine"
0.420110690443125,0.560834562189798,0.500244077411525,0.601342735491698,"Pearson + Spearman + Euclidean"
0.409003796391411,0.564805416142147,0.473718809429019,0.619626618999126,"Spearman + Cosine + Euclidean"
0.409003796391411,0.564805416142147,0.473718809429019,0.619626618999126,"Spearman + Cosine + Euclidean"
0.409003796391411,0.564805416142147,0.473718809429019,0.619626618999126,"Pearson + Cosine + Euclidean"
0.424327892096992,0.566424603675456,0.489387338273369,0.613344775476859,"All"
0.48685731400413,0.582652953616835,0.577118770579584,0.675438985855367,"Pearson"
0.443498787142203,0.556921187924311,0.538837025046682,0.651891513004535,"Cosine"
0.399261393455008,0.514236790350795,0.504683809102943,0.614291756447447,"Spearman"
0.00311176142035822,0.0090627638825106,0.424879657881536,0.462752436347597,"Euclidean"
0.481349652837321,0.574554464635181,0.570053623799598,0.663005931592957,"Pearson + Cosine"
0.49559819568829,0.586480059956994,0.58222672670131,0.674115182167168,"Pearson + Spearman"
0.497860824965022,0.561664773691167,0.581720449765722,0.649766387736048,"Pearson + Euclidean"
0.259517916538546,0.34193169106201,0.456772229091325,0.548877074692376,"Spearson + Euclidean"
0.208123495978737,0.344380008921138,0.422785062368656,0.550533130319158,"Cosine + Euclidean"
0.495819952859794,0.572422936443014,0.581134056261104,0.659291161292512,"Pearson + Spearman + Cosine"
0.448291974487852,0.534626842066524,0.549695555799952,0.662940954168882,"Pearson + Spearman + Euclidean"
0.434823014324143,0.507045824000084,0.53665297031934,0.640206220458601,"Spearman + Cosine + Euclidean"
0.434823014324143,0.507045824000084,0.53665297031934,0.640206220458601,"Spearman + Cosine + Euclidean"
0.434823014324143,0.507045824000084,0.53665297031934,0.640206220458601,"Pearson + Cosine + Euclidean"
0.467454559139573,0.555720951907746,0.560411995587584,0.663868398493331,"All"
