"ARI","NMI","FM-Index","FMeasure","Method","RE","Dataset"
0.0837045306588487,0.205043409629572,0.359479576457777,0.433197644822783,"WCD",0.5625,"McCaffrey et al"
0.174633081090955,0.287540405909875,0.392181422938686,0.518143222090993,"Silhouette",0.5,"McCaffrey et al"
0.394427888528757,0.464215760669917,0.45256868692205,0.498156895302764,"Discrimant",-0.344827586206897,"Schurch et al"
0.0829020359479227,0.16261378316364,0.340478339909676,0.369324313629642,"Gap",0.724137931034483,"Schurch et al"
0.43211853695555,0.496751020168515,0.486713775062515,0.611730575651049,"Slope",0.310344827586207,"Schurch et al"
0.414457142446979,0.481645705343044,0.468891965802906,0.532227457617207,"Jump",-0.137931034482759,"Schurch et al"
0.0829020359479227,0.16261378316364,0.340478339909676,0.369324313629642,"WCD",0.724137931034483,"Schurch et al"
0.429110625065483,0.497275281414984,0.483809334998048,0.602881246097905,"Silhouette",0.275862068965517,"Schurch et al"
0.223517780989232,0.379640146735459,0.333120594661659,0.371172450123393,"Discrimant",-1.0952380952381,"Phillips et al"
0.09700078651058,0.150167343643052,0.447161796968411,0.598160354945988,"Gap",0.761904761904762,"Phillips et al"
0.414508671622334,0.439943065977011,0.544617528629268,0.682793816137953,"Slope",0.19047619047619,"Phillips et al"
0.339683449609429,0.453350740730001,0.436688555953627,0.528319844672419,"Jump",-0.142857142857143,"Phillips et al"
0.09700078651058,0.150167343643052,0.447161796968411,0.598160354945988,"WCD",0.761904761904762,"Phillips et al"
0.427237071940791,0.385593788003324,0.588856575754762,0.72080854215334,"Silhouette",0.476190476190476,"Phillips et al"
0.355932751045605,0.294549326664349,0.491687850342355,0.462662713981739,"Discrimant",-1.44444444444444,"Bortolomeazzi et al"
0.528259575732686,0.343061177080367,0.653393150210107,0.623176263016923,"Gap",-0.222222222222222,"Bortolomeazzi et al"
0.449259423587686,0.306386352854043,0.637969883503127,0.686948175143235,"Slope",0.555555555555556,"Bortolomeazzi et al"
0.528259575732686,0.343061177080367,0.653393150210107,0.623176263016923,"Jump",-0.222222222222222,"Bortolomeazzi et al"
0.343110668908217,0.224684729951318,0.596894153044299,0.648438432272236,"WCD",0.777777777777778,"Bortolomeazzi et al"
0.449259423587686,0.306386352854043,0.637969883503127,0.686948175143235,"Silhouette",0.555555555555556,"Bortolomeazzi et al"
0.36620943908753,0.517081155495132,0.433687556695415,0.50096861626058,"Discrimant",-0.904761904761905,"Brbic et al intestine"
0.120372946486954,0.177135027289256,0.37510706097524,0.466681779452652,"Gap",0.904761904761905,"Brbic et al intestine"
0.477192573687259,0.56250082082621,0.553218041325012,0.657753057262337,"Slope",0.142857142857143,"Brbic et al intestine"
0.374752724659772,0.56482506273218,0.436114380415713,0.537005839896543,"Jump",-0.142857142857143,"Brbic et al intestine"
0.120372946486954,0.177135027289256,0.37510706097524,0.466681779452652,"WCD",0.904761904761905,"Brbic et al intestine"
0.413269860187257,0.454399645826602,0.532281325703629,0.661327565557823,"Silhouette",0.619047619047619,"Brbic et al intestine"
0.400380337773061,0.494455281492042,0.502355430782289,0.54274072115033,"Discrimant",-1.30769230769231,"Brbic et al tonsil"
0.239783783414692,0.310978076085565,0.441451127531937,0.537111597506774,"Gap",0.692307692307692,"Brbic et al tonsil"
0.437396671746884,0.543139953088618,0.529221308090074,0.61764629250441,"Slope",-0.230769230769231,"Brbic et al tonsil"
0.437352008164862,0.542660795455041,0.529184520240302,0.617487629329552,"Jump",-0.153846153846154,"Brbic et al tonsil"
0.239783783414692,0.310978076085565,0.441451127531937,0.537111597506774,"WCD",0.692307692307692,"Brbic et al tonsil"
0.51024882967447,0.584123777513371,0.594154029004046,0.675123002234507,"Silhouette",0.153846153846154,"Brbic et al tonsil"
